date,dengue haemorrhagic fever,chikungunya fever,zika virus infection,Dengue fever: (Singapore),Insect repellent: (Singapore),weekly mean rainfall (mm),highest 30 min rainfall(mm),highest 60 min rainfall (mm),highest 120 min rainfall (mm),mean temperature,maximum temperature,minimum temperature
2013-02-17,0.125,0.0,0.0,0.0,0.0,0.057805383022774326,0.3753943217665615,0.2916666666666667,0.27803738317757015,0.420091324200913,0.5773195876288661,0.43661971830985946
2013-02-24,0.25,0.0,0.0,0.0,0.0,0.1646376811594203,0.3753943217665615,0.2916666666666667,0.27803738317757015,0.29680365296803535,0.5154639175257731,0.08450704225352146
2013-03-03,0.25,0.04081632653061224,0.0,0.29,0.0,0.016894409937888197,0.3753943217665615,0.2916666666666667,0.27803738317757015,0.45662100456620935,0.7010309278350513,0.45070422535211296
2013-03-10,0.125,0.2857142857142857,0.0,0.0,0.22,0.10666666666666666,0.3753943217665615,0.2916666666666667,0.27803738317757015,0.5707762557077625,0.742268041237113,0.29577464788732444
2013-03-17,0.125,0.02040816326530612,0.0,0.0,0.36,0.0013250517598343687,0.1167192429022082,0.09068627450980393,0.08644859813084113,0.6666666666666665,0.6597938144329896,0.49295774647887347
2013-03-24,0.25,0.061224489795918366,0.0,0.29,0.0,0.0023188405797101444,0.1167192429022082,0.09068627450980393,0.08644859813084113,0.6963470319634699,0.804123711340206,0.47887323943661997
2013-03-31,0.25,0.061224489795918366,0.0,0.0,0.0,0.0342857142857143,0.1167192429022082,0.09068627450980393,0.08644859813084113,0.7351598173515979,0.7628865979381443,0.5492957746478879
2013-04-07,0.5,0.12244897959183673,0.0,0.22,0.0,0.010269151138716355,0.1167192429022082,0.09068627450980393,0.08644859813084113,0.7671232876712328,0.8350515463917523,0.42253521126760596
2013-04-14,0.125,0.2857142857142857,0.0,0.5700000000000001,0.0,0.06840579710144928,0.1167192429022082,0.09068627450980393,0.08644859813084113,0.7305936073059356,0.8556701030927836,0.352112676056338
2013-04-21,0.5,0.7142857142857142,0.0,0.0,0.0,0.01374741200828157,0.1640378548895899,0.12745098039215688,0.12149532710280375,0.7442922374429224,0.8144329896907219,0.563380281690141
2013-04-28,0.25,0.4897959183673469,0.0,0.22,0.34,0.02236024844720497,0.1640378548895899,0.12745098039215688,0.12149532710280375,0.7305936073059356,0.9484536082474224,0.16901408450704292
2013-05-05,0.0,0.3877551020408163,0.0,0.0,0.0,0.017888198757763978,0.1640378548895899,0.12745098039215688,0.12149532710280375,0.6529680365296797,0.7938144329896906,0.43661971830985946
2013-05-12,0.25,0.5918367346938775,0.0,0.0,0.0,0.014078674948240165,0.1640378548895899,0.12745098039215688,0.12149532710280375,0.7100456621004567,0.7628865979381443,0.43661971830985946
2013-05-19,0.0,0.5714285714285714,0.0,0.17,0.0,0.08480331262939958,0.18217665615141956,0.14154411764705885,0.1349299065420561,0.6187214611872149,0.7113402061855671,0.36619718309859195
2013-05-26,0.375,0.3061224489795918,0.0,0.64,0.0,0.03975155279503106,0.18217665615141956,0.14154411764705885,0.1349299065420561,0.7990867579908678,0.8453608247422677,0.2816901408450705
2013-06-02,0.5,0.6326530612244897,0.0,0.0,0.0,0.006956521739130435,0.18217665615141956,0.14154411764705885,0.1349299065420561,0.7511415525114153,0.7938144329896906,0.6056338028169015
2013-06-09,0.125,0.8163265306122448,0.0,0.52,0.0,0.06178053830227743,0.18217665615141956,0.14154411764705885,0.1349299065420561,0.5913242009132422,0.7628865979381443,0.23943661971831043
2013-06-16,0.5,0.7959183673469387,0.0,0.0,0.0,0.037598343685300205,0.08832807570977917,0.06862745098039216,0.06542056074766356,0.6643835616438358,0.8247422680412373,0.2816901408450705
2013-06-23,0.5,0.9183673469387754,0.0,0.56,0.0,0.014741200828157351,0.08832807570977917,0.06862745098039216,0.06542056074766356,0.8858447488584482,0.8144329896907219,0.5492957746478879
2013-06-30,0.5,0.4897959183673469,0.0,0.24,0.0,0.01341614906832298,0.08832807570977917,0.06862745098039216,0.06542056074766356,0.9885844748858452,0.9072164948453607,0.690140845070423
2013-07-07,0.25,0.5306122448979591,0.0,0.0,1.0,0.0059627329192546595,0.08832807570977917,0.06862745098039216,0.06542056074766356,0.842465753424658,0.8247422680412373,0.29577464788732444
2013-07-14,0.125,0.5306122448979591,0.0,0.0,0.0,0.0059627329192546595,0.08832807570977917,0.06862745098039216,0.06542056074766356,0.6461187214611877,0.6907216494845358,0.40845070422535246
2013-07-21,0.125,0.32653061224489793,0.0,0.0,0.39,0.03643892339544513,0.1474763406940063,0.11458333333333334,0.10922897196261683,0.6347031963470315,0.6907216494845358,0.352112676056338
2013-07-28,0.125,0.4081632653061224,0.0,0.0,0.0,0.041573498964803314,0.1474763406940063,0.11458333333333334,0.10922897196261683,0.5730593607305932,0.6391752577319587,0.39436619718309895
2013-08-04,0.125,0.44897959183673464,0.0,0.0,0.0,0.047204968944099375,0.1474763406940063,0.11458333333333334,0.10922897196261683,0.6689497716894981,0.804123711340206,0.2816901408450705
2013-08-11,0.125,0.14285714285714285,0.0,0.62,0.0,0.02219461697722567,0.1474763406940063,0.11458333333333334,0.10922897196261683,0.6324200913242017,0.6288659793814433,0.15492957746478897
2013-08-18,0.0,0.5306122448979591,0.0,0.0,0.0,0.08761904761904762,0.17034700315457413,0.13235294117647062,0.12616822429906543,0.6004566210045659,0.5773195876288661,0.323943661971831
2013-08-25,0.375,0.3061224489795918,0.0,0.0,0.56,0.025175983436853004,0.17034700315457413,0.13235294117647062,0.12616822429906543,0.6095890410958913,0.597938144329897,0.0985915492957754
2013-09-01,0.5,0.7755102040816326,0.0,0.0,0.0,0.00877846790890269,0.17034700315457413,0.13235294117647062,0.12616822429906543,0.7123287671232883,0.6494845360824741,0.42253521126760596
2013-09-08,0.375,0.8571428571428571,0.0,0.0,0.0,0.00877846790890269,0.17034700315457413,0.13235294117647062,0.12616822429906543,0.7123287671232883,0.7319587628865976,0.5211267605633809
2013-09-15,0.25,0.7959183673469387,0.0,0.0,0.0,0.0874534161490683,0.20741324921135645,0.16115196078431376,0.1536214953271028,0.445205479452055,0.6494845360824741,0.18309859154929597
2013-09-22,0.75,0.9999999999999999,0.0,0.0,0.0,0.010269151138716357,0.20741324921135645,0.16115196078431376,0.1536214953271028,0.5639269406392695,0.6494845360824741,0.14084507042253547
2013-09-29,0.5,0.6530612244897959,0.0,0.0,0.0,0.041407867494824016,0.20741324921135645,0.16115196078431376,0.1536214953271028,0.6689497716894981,0.6701030927835054,0.26760563380281743
2013-10-06,0.25,0.3469387755102041,0.0,0.36,0.0,0.07155279503105591,0.20741324921135645,0.16115196078431376,0.1536214953271028,0.7168949771689497,0.742268041237113,0.14084507042253547
2013-10-13,0.375,0.4693877551020408,0.0,0.0,0.0,0.024016563146997932,0.20741324921135645,0.16115196078431376,0.1536214953271028,0.6278538812785386,0.6804123711340204,0.18309859154929597
2013-10-20,0.375,0.32653061224489793,0.0,0.0,0.49,0.02501035196687371,0.5512618296529969,0.42830882352941185,0.4082943925233646,0.7054794520547945,0.7731958762886602,0.29577464788732444
2013-10-27,0.0,0.42857142857142855,0.0,0.0,0.87,0.14774327122153214,0.5512618296529969,0.42830882352941185,0.4082943925233646,0.6735159817351595,0.7216494845360826,0.0
2013-11-03,0.125,0.44897959183673464,0.0,0.0,0.0,0.03130434782608696,0.5512618296529969,0.42830882352941185,0.4082943925233646,0.554794520547945,0.7113402061855671,0.33802816901408494
2013-11-10,0.125,0.6326530612244897,0.0,0.0,0.5,0.0584679089026915,0.5512618296529969,0.42830882352941185,0.4082943925233646,0.5114155251141557,0.6804123711340204,0.45070422535211296
2013-11-17,0.25,0.4693877551020408,0.0,0.0,0.0,0.07387163561076605,0.17350157728706622,0.13480392156862747,0.12850467289719628,0.5410958904109591,0.7113402061855671,0.323943661971831
2013-11-24,0.0,0.7346938775510203,0.0,0.0,0.26,0.03660455486542444,0.17350157728706622,0.13480392156862747,0.12850467289719628,0.4885844748858452,0.7216494845360826,0.323943661971831
2013-12-01,0.0,0.5510204081632653,0.0,0.0,0.0,0.01225672877846791,0.17350157728706622,0.13480392156862747,0.12850467289719628,0.6050228310502281,0.742268041237113,0.2816901408450705
2013-12-08,0.0,0.6530612244897959,0.0,0.0,0.0,0.07138716356107662,0.17350157728706622,0.13480392156862747,0.12850467289719628,0.5205479452054793,0.7319587628865976,0.352112676056338
2013-12-15,0.125,0.4693877551020408,0.0,0.0,0.0,0.13697722567287784,0.47239747634069396,0.3670343137254902,0.34988317757009346,0.32420091324200895,0.5567010309278353,0.2535211267605635
2013-12-22,0.0,0.673469387755102,0.0,0.0,0.0,0.05002070393374741,0.47239747634069396,0.3670343137254902,0.34988317757009346,0.4885844748858452,0.6494845360824741,0.30985915492957794
2013-12-29,0.0,0.4081632653061224,0.0,0.38,0.0,0.08347826086956522,0.47239747634069396,0.3670343137254902,0.34988317757009346,0.44292237442922433,0.8247422680412373,0.04225352112676095
2014-01-05,0.125,0.3877551020408163,0.0,0.37,0.27,0.030531400966183574,0.47239747634069396,0.3670343137254902,0.34988317757009346,0.41019786910197853,0.4123711340206184,0.5492957746478879
2014-01-12,0.0,0.5918367346938775,0.0,0.0,0.31,0.0,0.47239747634069396,0.3670343137254902,0.34988317757009346,0.5234018264840183,0.5567010309278353,0.563380281690141
2014-01-19,0.0,0.4081632653061224,0.0,0.0,0.24,0.04737060041407867,0.15772870662460567,0.13235294117647062,0.1799065420560748,0.3789954337899544,0.6288659793814433,0.33802816901408494
2014-01-26,0.0,0.3469387755102041,0.0,0.0,1.0,0.015072463768115942,0.2870662460567823,0.22303921568627452,0.21261682242990657,0.394977168949771,0.47422680412371143,0.39436619718309895
2014-02-02,0.0,0.26530612244897955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3127853881278546,0.3814432989690717,0.323943661971831
2014-02-09,0.125,0.18367346938775508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3630136986301369,0.6082474226804124,0.21126760563380298
2014-02-16,0.0,0.18367346938775508,0.0,0.0,0.0,0.00016563146997929565,0.0031545741324921135,0.002450980392156863,0.0023364485981308414,0.39954337899543413,0.6082474226804124,0.2535211267605635
2014-02-23,0.125,0.24489795918367346,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.6187214611872149,0.8350515463917523,0.535211267605634
2014-03-02,0.125,0.061224489795918366,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.6324200913242017,0.7113402061855671,0.563380281690141
2014-03-09,0.125,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579908675799087,0.7216494845360826,0.43661971830985946
2014-03-16,0.125,0.1020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6255707762557079,0.8350515463917523,0.40845070422535246
2014-03-23,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7031963470319638,0.865979381443299,0.46478873239436647
2014-03-30,0.0,0.02040816326530612,0.0,0.11,0.0,0.054327122153209104,0.3217665615141955,0.32107843137254904,0.441588785046729,0.5365296803652959,0.8144329896907219,0.38028169014084545
2014-04-06,0.0,0.02040816326530612,0.0,0.0,0.0,0.0003312629399585919,0.006309148264984227,0.004901960784313726,0.004672897196261683,0.7511415525114153,0.8969072164948453,0.46478873239436647
2014-04-13,0.125,0.02040816326530612,0.0,0.19,0.0,0.021035196687370604,0.2397476340694006,0.21078431372549022,0.20327102803738317,0.7328767123287672,0.8762886597938149,0.26760563380281743
2014-04-20,0.0,0.04081632653061224,0.0,0.0,0.23,0.02434782608695652,0.15457413249211358,0.12254901960784315,0.11682242990654207,0.6278538812785386,0.9072164948453607,0.42253521126760596
2014-04-27,0.0,0.04081632653061224,0.0,0.0,0.0,0.024016563146997932,0.334384858044164,0.3235294117647059,0.33644859813084116,0.753424657534246,0.804123711340206,0.36619718309859195
2014-05-04,0.0,0.02040816326530612,0.0,0.0,0.0,0.006293995859213253,0.031545741324921134,0.03921568627450981,0.058411214953271035,0.7146118721461181,0.8969072164948453,0.535211267605634
2014-05-11,0.0,0.02040816326530612,0.0,0.0,0.0,0.01573498964803313,0.12933753943217663,0.125,0.15654205607476637,0.7899543378995433,0.8247422680412373,0.507042253521127
2014-05-18,0.0,0.08163265306122448,0.0,0.0,0.0,0.02650103519668737,0.15772870662460567,0.16666666666666669,0.17056074766355142,0.8310502283105028,0.8350515463917523,0.47887323943661997
2014-05-25,0.125,0.02040816326530612,0.0,0.0,0.15,0.02848861283643892,0.2870662460567823,0.24754901960784317,0.23598130841121498,0.7968036529680362,0.8144329896907219,0.29577464788732444
2014-06-01,0.0,0.02040816326530612,0.0,0.46,0.2,0.03130434782608696,0.14826498422712933,0.16421568627450983,0.19158878504672897,0.6095890410958913,0.7113402061855671,0.323943661971831
2014-06-08,0.125,0.061224489795918366,0.0,0.0,0.0,0.01755693581780538,0.12302839116719241,0.12745098039215688,0.1518691588785047,0.7694063926940653,0.7216494845360826,0.5774647887323945
2014-06-15,0.0,0.061224489795918366,0.0,0.16,0.0,0.031138716356107665,0.27129337539432175,0.21078431372549022,0.20093457943925236,0.7009132420091331,0.6701030927835054,0.46478873239436647
2014-06-22,0.125,0.04081632653061224,0.0,0.0,0.0,0.020538302277432714,0.25867507886435326,0.22549019607843138,0.21728971962616828,0.8698630136986298,0.7525773195876289,0.29577464788732444
2014-06-29,0.0,0.02040816326530612,0.0,0.0,0.0,0.00463768115942029,0.037854889589905356,0.03676470588235295,0.03738317757009346,0.9611872146118725,0.8144329896907219,0.42253521126760596
2014-07-06,0.375,0.02040816326530612,0.0,0.15,0.0,0.00082815734989648,0.012618296529968454,0.012254901960784315,0.011682242990654207,0.8447488584474887,0.7938144329896906,0.6056338028169015
2014-07-13,0.125,0.04081632653061224,0.0,0.18,0.0,0.01888198757763975,0.28391167192429023,0.232843137254902,0.22196261682242993,0.7237442922374435,0.7113402061855671,0.42253521126760596
2014-07-20,0.25,0.0,0.0,0.0,0.0,0.048033126293995865,0.38801261829652994,0.3137254901960785,0.30841121495327106,0.6917808219178085,0.6597938144329896,0.23943661971831043
2014-07-27,0.125,0.04081632653061224,0.0,0.0,0.0,0.006956521739130435,0.1198738170347003,0.09558823529411765,0.09112149532710281,0.8493150684931519,0.7010309278350513,0.352112676056338
2014-08-03,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9315068493150691,0.7731958762886602,0.8169014084507045
2014-08-10,0.0,0.0,0.0,0.24,0.0,0.06095238095238095,0.2902208201892744,0.3308823529411765,0.3224299065420561,0.7054794520547945,0.6494845360824741,0.02816901408450745
2014-08-17,0.0,0.061224489795918366,0.0,0.0,0.0,0.016728778467908902,0.1451104100946372,0.11274509803921569,0.10747663551401869,0.6484018264840183,0.6185567010309279,0.38028169014084545
2014-08-24,0.0,0.0,0.0,0.0,0.41000000000000003,0.0377639751552795,0.5299684542586751,0.4632352941176471,0.4649532710280374,0.5502283105022827,0.6082474226804124,0.36619718309859195
2014-08-31,0.0,0.04081632653061224,0.0,0.0,0.22,0.020538302277432714,0.15457413249211358,0.125,0.1191588785046729,0.7146118721461181,0.6391752577319587,0.535211267605634
2014-09-07,0.0,0.02040816326530612,0.0,0.0,0.0,0.1142857142857143,0.5741324921135647,0.5073529411764707,0.4953271028037384,0.49999999999999956,0.6082474226804124,0.15492957746478897
2014-09-14,0.0,0.0,0.0,0.0,0.0,0.008115942028985508,0.08517350157728706,0.10539215686274511,0.10747663551401869,0.6872146118721463,0.7010309278350513,0.352112676056338
2014-09-21,0.125,0.0,0.0,0.0,0.0,0.005300207039337475,0.050473186119873815,0.03921568627450981,0.03738317757009346,0.7260273972602724,0.6494845360824741,0.563380281690141
2014-09-28,0.125,0.02040816326530612,0.0,0.0,0.0,0.026169772256728778,0.4700315457413249,0.38480392156862747,0.36682242990654207,0.8333333333333335,0.742268041237113,0.21126760563380298
2014-10-05,0.0,0.02040816326530612,0.0,0.2,0.0,0.030144927536231884,0.20504731861198738,0.17647058823529416,0.19158878504672897,0.7168949771689497,0.7731958762886602,0.33802816901408494
2014-10-12,0.0,0.0,0.0,0.0,0.0,0.00546583850931677,0.07886435331230283,0.0735294117647059,0.07710280373831777,0.7922374429223749,0.7113402061855671,0.45070422535211296
2014-10-19,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8013698630136994,0.7113402061855671,0.6056338028169015
2014-10-26,0.0,0.02040816326530612,0.0,0.0,0.0,0.03130434782608696,0.2397476340694006,0.22058823529411767,0.28037383177570097,0.7237442922374435,0.865979381443299,0.46478873239436647
2014-11-02,0.0,0.0,0.0,0.0,0.0,0.00877846790890269,0.037854889589905356,0.04901960784313726,0.06308411214953272,0.6643835616438358,0.7731958762886602,0.5492957746478879
2014-11-09,0.125,0.0,0.0,0.0,0.0,0.05747412008281573,0.3312302839116719,0.3455882352941177,0.3294392523364486,0.7260273972602742,0.804123711340206,0.43661971830985946
2014-11-16,0.0,0.0,0.0,0.41000000000000003,0.18,0.07768115942028986,0.31230283911671924,0.24754901960784317,0.2383177570093458,0.6735159817351595,0.7938144329896906,0.26760563380281743
2014-11-23,0.0,0.02040816326530612,0.0,0.0,0.0,0.07403726708074534,0.6876971608832807,0.7401960784313726,0.735981308411215,0.5388127853881275,0.7319587628865976,0.18309859154929597
